No,Station_Name,Address,Coordinate,Type,Longtitude,Latitude
136,สถานีเดินรถยะลา,สถานีขนส่งฯ เทศบาลนคร ยะลา  ต.สะเตง  อ.เมือง จ.ยะลา  95000,"6.5560130000000001,101.26809",ที่ทำการ/จุดจำหน่ายตั๋ว,6.5560130000000001,101.26809
137,สถานีเดินรถนราธิวาส,352  ถ.ระแงะมรรคา ต.บางนาค  อ.เมือง จ.นราธิวาส 96120,"6.410889,101.826143",ที่ทำการ/จุดจำหน่ายตั๋ว,6.410889,101.82614
138,สถานีเดินรถสุไหงโก -ลก,578 ถ.ประชาวิวัฒน์ อ.สุไหงโก -ลก  จ.นราธิวาส 96120,"6.0216560000000001,101.950084",ที่ทำการ/จุดจำหน่ายตั๋ว,6.0216560000000001,101.950084
139,สถานีเดินรถราชบุรี,89/6 หมู่ 9 ต.เจดีห์หัก อ.เมือง จ.ราชบุรี 70000,"13.527086000000001,
99.780970999999994",ที่ทำการ/จุดจำหน่ายตั๋ว,13.527086000000001,"
99.780970999999994"
140,สถานีเดินรถสุราษฎร์ธานี,"130/181  ม.10 ถ.สุราษฎร์  - พุนพิน ต.วัดประดู่  อ.เมือง จ.สุราษฎร์ธานี 
84000","9.111614,99.298296",สถานีเดินรถ,9.111614,99.298296
141,สถานีเดินรถเกาะสมุย,31/21 ต.อ่างทอง อ.เกาะสมุย  จ.สุราษฎร์ธานี 84140,"9.521343,99.941158",ที่ทำการ/จุดจำหน่ายตั๋ว,9.521343,99.941158
142,สถานีเดินรถนครปฐม,89  ถ.หน้าพระ ต.ห้วยจระเข้  อ.เมือง จ.นครปฐม  73000,"13.814503999999999,
100.06402300000001",ที่ทำการ/จุดจำหน่ายตั๋ว,13.814503999999999,"
100.06402300000001"
143,สถานีเดินรถสุพรรณบุรี,185  ถ.เณรแก้ว ต.ท่าระหัด  อ.เมือง จ.สุพรรณบุรี  72000,"14.473819000000001,100.125412",สถานีเดินรถ,14.473819000000001,100.125412
144,ด่านตรวจการนวนคร (ขาเข้า),ทางคู่ขนาน ถ.พหลโยธิน ต.คลองหนึ่ง อ.คลองหลวง จ.ปทุมธานี,"14.116630,100.618940",ด่านตรวจ,14.116630,100.618940
145,ด่านตรวจการนวนคร (ขาออก),ทางคู่ขนาน ถ.พหลโยธิน ต.เชียงรากน้อย อ.บางปะอิน จ.พระนครศรีอยุธยา,"14.154236,100.617916",ด่านตรวจ,14.154236,100.617916
146,ด่านตรวจการอินทร์บุรี (ขาเข้า),199 หมู่ 7 ต.อินทร์บุรี อ.อินทร์บุรี จ.สิงห์บุรี,"15.009771,100.343349",ด่านตรวจ,15.009771,100.343349
147,ด่านตรวจการอินทร์บุรี (ขาออก),จุดบริการผู้โดยสาร ถ.สายเอเชีย อ.อินทร์บุรี จ.สิงห์บุรี,"14.973129,100.362566",ด่านตรวจ,14.973129,100.362566
148,ด่านตรวจการวังน้อย (ขาออก),ถ.พหลโยธิน อ.วังน้อย จ.พระนครศรีอยุธยา,"14.231878,100.715243",ด่านตรวจ,14.231878,100.715243
149,ด่านตรวจการสีคิ้ว (ขาเข้า),119 หมู่ 15 ต.ลาดบัวขาว อ.สีคิ้ว จ.นครราชสีมา,"14.824379,101.544398",ด่านตรวจ,14.824379,101.544398
150,ด่านตรวจการสีคิ้ว (ขาออก),119 หมู่ 15 ต.ลาดบัวขาว อ.สีคิ้ว จ.นครราชสีมา,"14.824294,101.544143",ด่านตรวจ,14.824294,101.544143
151,ด่านตรวจการท่าตำหนัก (ขาเข้า),54/1 หมู่ 3 ต.ท่าตำหนัก อ.นครชัยศรี จ.นครปฐม,"13.787865,100.172640",ด่านตรวจ,13.787865,100.172640
152,ด่านตรวจการท่าตำหนัก (ขาออก),34 หมู่ 4 ต.ท่าตำหนัก อ.นครชัยศรี จ.นครปฐม,"13.785709,100.173364",ด่านตรวจ,13.785709,100.173364
153,ด่านตรวจการวังมะนาว,ภายในตลาดพูนทรัพย์ หมู่ที่ 1 ตำบลบางเค็ม อำเภอเขาย้อย จังหวัดเพชรบุรี,"13.261150,99.823413",ด่านตรวจ,13.261150,99.823413
154,ด่านตรวจการเขาโพธิ์,"99/8, 99/9 หมู่ 1 ต.ไชยราช อ.บางสะพานน้อย จ.ประจวบคีรีขันธ์","10.991286,99.354749",ด่านตรวจ,10.991286,99.354749
155,ด่านตรวจการแม่กลอง (ขาเข้า),8/5 หมู่ 10 ต.บางขันแตก อ.เมือง จ.สมุทรสงคราม,"13.370350,99.956764",ด่านตรวจ,13.370350,99.956764
156,ด่านตรวจการบางนา (ขาออก),สี่แยกบางนา ถ.เทพรัตน์ แขวงบางนา เขตบางนา กทม.,"13.673113,100.607591",ด่านตรวจ,13.673113,100.607591
